Distrito,N° de Escuela,Matrícula Total,1° año - Alumnos,1° año - Sobreedad,1° año - Permanencia,1° año - Aprobados,2° año - Alumnos,2° año - Sobreedad,2° año - Permanencia,2° año - Aprobados,3° año - Alumnos,3° año - Sobreedad,3° año - Permanencia,3° año - Aprobados,4° año - Alumnos,4° año - Sobreedad,4° año - Permanencia,4° año - Aprobados,5° año - Alumnos,5° año - Sobreedad,5° año - Permanencia,5° año - Aprobados,6° año - Alumnos,6° año - Sobreedad,6° año - Permanencia,6° año - Aprobados,Aprobados en PDL (%),Aprobados en Matemática (%)
31_E DE LA CRUZ,EP N° 503,213,38,0,0,38,30,1,2,28,35,1,0,35,39,4,0,39,35,3,0,35,36,1,0,36,85.01%,95.67%
31_E DE LA CRUZ,EP N° 609,219,41,0,0,41,44,4,0,44,29,0,1,28,36,4,0,36,34,1,2,32,35,2,1,34,95.65%,82.78%
32_F VARELA,EP N° 798,14,2,0,0,2,2,0,0,2,3,0,0,3,3,0,0,3,2,0,0,2,2,0,0,2,85.35%,88.08%
32_F VARELA,EP N° 823,461,74,0,0,74,83,5,1,82,76,6,2,74,69,5,1,68,72,5,2,70,87,9,2,85,85.93%,80.34%
32_F VARELA,EP N° 956,282,54,0,0,54,42,2,0,42,51,6,2,49,46,3,2,44,48,2,3,45,41,1,3,38,85.14%,92.89%
32_F VARELA,EP N° 1003,402,71,0,0,71,76,10,1,75,60,3,1,59,63,3,3,60,69,1,0,69,63,2,2,61,87.11%,97.43%
32_F VARELA,EP N° 1123,262,30,0,0,30,45,3,2,43,37,3,1,36,41,2,3,38,56,6,3,53,53,2,0,53,87.58%,86.16%
32_F VARELA,EP N° 1256,136,26,0,0,26,22,0,1,21,17,1,0,17,23,2,0,23,25,1,1,24,23,2,2,21,96.49%,90.20%
32_F VARELA,EP N° 1356,361,62,0,0,62,48,0,3,45,53,5,0,53,51,1,4,47,77,3,0,77,70,1,3,67,92.45%,81.86%
32_F VARELA,EP N° 1423,313,59,0,0,59,49,2,3,46,44,0,0,44,52,4,1,51,61,2,2,59,48,2,2,46,96.49%,88.59%
32_F VARELA,EP N° 165,110,16,0,0,16,18,0,0,18,22,1,0,22,18,1,1,17,21,2,0,21,15,2,0,15,98.07%,92.31%
32_F VARELA,EP N° 223,216,35,0,0,35,38,2,1,37,40,6,1,39,33,3,0,33,33,2,3,30,37,3,0,37,89.97%,89.91%
32_F VARELA,EP N° 356,431,66,0,0,66,72,4,1,71,78,2,2,76,83,6,0,83,61,3,1,60,71,1,2,69,87.35%,95.83%
32_F VARELA,EP N° 156,235,31,0,0,31,40,2,2,38,40,3,1,39,42,3,1,41,35,3,2,33,47,1,2,45,92.56%,95.20%
32_F VARELA,EP N° 200,31,5,0,0,5,5,1,0,5,6,0,0,6,4,0,0,4,6,0,1,5,5,0,0,5,94.40%,94.50%
32_F VARELA,EP N° 359,336,53,0,0,53,57,5,1,56,64,5,0,64,60,7,1,59,45,2,1,44,57,3,0,57,87.39%,87.53%
33_G ALVARADO,EP N° 156,307,54,0,0,54,51,1,0,51,48,3,2,46,49,0,3,46,49,7,0,49,56,6,1,55,85.71%,80.71%
33_G ALVARADO,EP N° 209,222,29,0,0,29,44,0,1,43,37,2,1,36,37,5,1,36,42,1,3,39,33,1,1,32,85.71%,87.67%
33_G ALVARADO,EP N° 359,300,57,0,0,57,49,4,3,46,49,1,1,48,59,1,1,58,51,4,0,51,35,1,1,34,92.42%,82.90%
33_G ALVARADO,EP N° 446,225,44,0,0,44,39,3,0,39,35,1,1,34,34,3,0,34,37,3,0,37,36,3,0,36,97.41%,96.12%
33_G ALVARADO,EP N° 553,137,22,0,0,22,20,2,1,19,23,2,1,22,21,2,0,21,24,2,0,24,27,3,0,27,91.55%,91.15%
33_G ALVARADO,EP N° 678,440,66,0,0,66,63,3,2,61,78,8,3,75,86,7,3,83,72,6,1,71,75,7,1,74,86.76%,97.62%
34_G ALVEAR,EP N° 701,378,67,0,0,67,73,5,2,71,54,4,2,52,51,4,1,50,59,4,1,58,74,3,0,74,86.83%,90.91%
34_G ALVEAR,EP N° 823,343,53,0,0,53,67,4,4,63,56,0,0,56,44,2,0,44,51,3,0,51,72,3,3,69,98.51%,80.91%
34_G ALVEAR,EP N° 956,320,54,0,0,54,49,1,0,49,65,4,1,64,47,1,2,45,53,2,2,51,52,4,2,50,94.51%,97.03%
34_G ALVEAR,EP N° 1023,284,45,0,0,45,46,3,2,44,49,4,1,48,51,4,2,49,45,1,2,43,48,5,2,46,86.45%,87.24%
34_G ALVEAR,EP N° 1125,378,68,0,0,68,56,2,0,56,73,4,4,69,63,4,0,63,67,4,1,66,51,2,0,51,89.41%,81.74%
35_G ARENALES,EP N° 1285,458,88,0,0,88,53,5,6,47,87,4,2,85,79,4,3,76,65,2,2,63,86,3,3,83,94.71%,92.61%
35_G ARENALES,EP N° 1326,354,58,0,0,58,67,4,1,66,55,0,1,54,70,6,1,69,49,1,4,45,55,4,2,53,86.20%,81.03%
35_G ARENALES,EP N° 1423,154,26,0,0,26,23,1,0,23,29,0,1,28,27,2,0,27,28,3,2,26,21,1,1,20,90.11%,91.54%
35_G ARENALES,EP N° 199,111,17,0,0,17,19,1,2,17,21,0,0,21,15,1,0,15,20,2,0,20,19,0,0,19,93.18%,97.45%
35_G ARENALES,EP N° 203,232,39,0,0,39,42,2,1,41,45,8,1,44,37,2,1,36,33,2,1,32,36,3,0,36,96.39%,96.93%
36_G BELGRANO,EP N° 336,320,54,0,0,54,53,3,2,51,46,2,1,45,52,1,2,50,47,1,0,47,68,6,2,66,89.84%,94.45%
36_G BELGRANO,EP N° 456,402,62,0,0,62,69,4,4,65,55,1,0,55,62,3,2,60,73,6,0,73,81,5,3,78,96.60%,94.10%
36_G BELGRANO,EP N° 503,277,48,0,0,48,51,3,4,47,34,3,1,33,45,2,2,43,46,2,0,46,53,3,1,52,91.20%,80.87%
36_G BELGRANO,EP N° 609,315,52,0,0,52,52,3,1,51,51,5,2,49,58,5,2,56,53,3,2,51,49,2,2,47,93.00%,83.33%
37_G GUIDO,EP N° 798,270,44,0,0,44,48,2,2,46,57,1,1,56,45,1,1,44,45,0,1,44,31,1,2,29,87.03%,89.10%
37_G GUIDO,EP N° 823,537,104,0,0,104,106,9,3,103,88,6,0,88,73,8,4,69,82,3,1,81,84,3,2,82,88.44%,86.45%
37_G GUIDO,EP N° 956,370,48,0,0,48,73,4,2,71,75,4,0,75,57,1,4,53,60,4,2,58,57,2,0,57,87.51%,94.36%
37_G GUIDO,EP N° 1003,85,14,0,0,14,17,1,2,15,13,0,1,12,13,3,0,13,14,0,0,14,14,0,2,12,87.53%,94.38%
38_G LAMADRID,EP N° 1123,398,62,0,0,62,84,7,4,80,55,5,0,55,63,3,2,61,73,4,2,71,61,2,1,60,98.29%,95.83%
38_G LAMADRID,EP N° 1256,456,72,0,0,72,67,5,2,65,60,4,2,58,68,2,2,66,97,4,4,93,92,2,2,90,95.92%,90.15%
38_G LAMADRID,EP N° 1356,350,54,0,0,54,73,6,2,71,65,4,0,65,58,4,2,56,51,2,0,51,49,4,0,49,93.19%,96.95%
38_G LAMADRID,EP N° 1423,261,44,0,0,44,37,0,1,36,33,2,2,31,51,2,0,51,46,5,2,44,50,4,1,49,95.50%,96.43%
38_G LAMADRID,EP N° 165,115,20,0,0,20,18,0,0,18,18,1,1,17,24,0,0,24,17,0,0,17,18,1,1,17,85.19%,91.69%
39_G LAVALLE,EP N° 223,167,30,0,0,30,28,4,0,28,34,2,1,33,22,3,4,18,23,3,0,23,30,1,2,28,88.59%,83.97%
39_G LAVALLE,EP N° 356,505,86,0,0,86,94,7,2,92,77,4,1,76,86,9,2,84,87,7,4,83,75,5,3,72,93.05%,83.72%
39_G LAVALLE,EP N° 156,229,30,0,0,30,40,2,1,39,35,2,0,35,43,1,2,41,38,3,3,35,43,4,0,43,98.39%,86.78%
40_G MADARIAGA,EP N° 200,210,35,0,0,35,31,1,0,31,35,3,2,33,39,4,2,37,34,1,1,33,36,1,1,35,94.04%,89.19%
40_G MADARIAGA,EP N° 359,319,50,0,0,50,48,4,3,45,60,5,3,57,44,5,1,43,59,4,1,58,58,6,0,58,85.75%,92.91%
40_G MADARIAGA,EP N° 156,431,68,0,0,68,59,5,2,57,65,2,3,62,89,5,4,85,71,6,3,68,79,4,4,75,95.16%,82.03%
41_G PAZ,EP N° 209,431,74,0,0,74,65,1,5,60,75,3,1,74,78,8,1,77,62,2,0,62,77,5,6,71,90.17%,86.43%
41_G PAZ,EP N° 359,290,37,0,0,37,57,3,2,55,50,1,4,46,49,4,2,47,50,2,1,49,47,4,2,45,90.87%,88.24%
41_G PAZ,EP N° 446,343,62,0,0,62,51,3,1,50,62,3,0,62,56,2,1,55,52,1,0,52,60,5,4,56,91.03%,82.14%
41_G PAZ,EP N° 553,16,3,0,0,3,3,0,0,3,2,0,1,1,3,0,0,3,2,0,0,2,3,0,1,2,95.56%,84.47%
41_G PAZ,EP N° 678,274,46,0,0,46,45,4,0,45,39,0,1,38,52,2,3,49,50,0,1,49,42,1,0,42,85.95%,83.37%
41_G PAZ,EP N° 701,53,10,0,0,10,7,1,1,6,8,0,0,8,9,0,0,9,9,0,1,8,10,0,0,10,97.73%,83.42%
42_G PINTO,EP N° 823,170,28,0,0,28,32,0,3,29,29,1,2,27,26,0,1,25,27,1,0,27,28,1,0,28,92.62%,82.88%
42_G PINTO,EP N° 956,157,29,0,0,29,28,3,1,27,21,2,0,21,25,1,0,25,28,0,0,28,26,0,0,26,98.27%,82.54%
42_G PINTO,EP N° 1023,266,40,0,0,40,44,6,1,43,39,3,0,39,49,1,3,46,49,1,1,48,45,2,2,43,89.98%,82.67%
43_G PUEYRREDON,EP N° 1125,425,73,0,0,73,61,2,1,60,67,3,2,65,83,4,4,79,76,3,2,74,65,2,4,61,89.80%,92.31%
43_G PUEYRREDON,EP N° 1285,316,52,0,0,52,54,4,1,53,50,1,1,49,53,1,3,50,54,1,1,53,53,6,0,53,98.52%,83.70%
43_G PUEYRREDON,EP N° 1326,316,62,0,0,62,52,3,0,52,58,2,4,54,45,4,1,44,42,5,2,40,57,1,1,56,91.51%,84.09%
43_G PUEYRREDON,EP N° 1423,311,51,0,0,51,51,3,1,50,49,3,1,48,53,6,2,51,54,2,1,53,53,5,1,52,96.12%,96.94%
43_G PUEYRREDON,EP N° 199,448,79,0,0,79,76,4,0,76,76,4,3,73,87,4,3,84,70,2,3,67,60,2,3,57,91.76%,83.89%
44_G RODRIGUEZ,EP N° 203,321,49,0,0,49,53,3,3,50,61,2,1,60,51,1,0,51,55,3,0,55,52,4,2,50,95.24%,93.86%
44_G RODRIGUEZ,EP N° 336,294,49,0,0,49,54,1,3,51,39,1,1,38,49,2,1,48,53,5,1,52,50,1,1,49,87.32%,92.72%
44_G RODRIGUEZ,EP N° 456,342,68,0,0,68,57,2,1,56,53,3,3,50,52,4,1,51,54,2,0,54,58,4,0,58,89.24%,89.58%
44_G RODRIGUEZ,EP N° 503,563,99,0,0,99,81,5,6,75,74,6,4,70,91,3,3,88,100,7,3,97,118,6,3,115,87.77%,94.49%
44_G RODRIGUEZ,EP N° 609,129,28,0,0,28,20,1,0,20,17,3,2,15,25,1,0,25,17,2,0,17,22,1,1,21,91.79%,81.54%
45_G SAN MARTIN,EP N° 798,267,48,0,0,48,38,2,1,37,49,1,0,49,43,1,1,42,49,4,0,49,40,0,0,40,96.68%,82.12%
45_G SAN MARTIN,EP N° 823,278,48,0,0,48,45,4,1,44,45,2,1,44,48,3,1,47,45,2,0,45,47,4,4,43,98.58%,95.57%
45_G SAN MARTIN,EP N° 956,448,84,0,0,84,84,5,2,82,63,5,1,62,81,2,2,79,74,7,2,72,62,3,3,59,92.83%,89.27%
45_G SAN MARTIN,EP N° 1003,313,50,0,0,50,53,3,0,53,53,3,0,53,52,3,2,50,56,4,3,53,49,3,0,49,89.34%,83.63%
45_G SAN MARTIN,EP N° 1123,288,50,0,0,50,42,1,2,40,55,3,1,54,46,2,1,45,49,1,5,44,46,1,2,44,90.96%,90.18%
45_G SAN MARTIN,EP N° 1256,242,45,0,0,45,37,4,0,37,43,2,2,41,39,1,3,36,33,4,0,33,45,2,2,43,95.71%,96.73%
45_G SAN MARTIN,EP N° 1356,349,52,0,0,52,56,3,1,55,57,2,5,52,66,8,1,65,63,5,2,61,55,6,1,54,89.57%,93.61%
46_G SARMIENTO,EP N° 1423,291,59,0,0,59,40,2,2,38,48,1,1,47,38,2,0,38,55,2,2,53,51,4,1,50,94.82%,87.39%
46_G SARMIENTO,EP N° 165,253,41,0,0,41,46,0,1,45,47,7,1,46,45,4,1,44,41,4,2,39,33,1,3,30,94.76%,81.50%
46_G SARMIENTO,EP N° 223,16,2,0,0,2,3,0,0,3,3,0,0,3,2,0,0,2,3,0,0,3,3,1,0,3,87.70%,82.32%
46_G SARMIENTO,EP N° 356,372,59,0,0,59,52,1,1,51,63,7,1,62,64,2,4,60,67,4,3,64,67,3,1,66,85.55%,80.39%
46_G SARMIENTO,EP N° 156,199,32,0,0,32,36,2,1,35,33,3,0,33,34,3,2,32,40,2,1,39,24,3,2,22,89.70%,91.07%
47_ZARATE,EP N° 200,15,3,0,0,3,3,0,0,3,2,0,1,1,3,0,0,3,2,0,0,2,2,0,0,2,98.53%,97.00%
47_ZARATE,EP N° 359,130,25,0,0,25,17,2,0,17,23,0,0,23,24,1,1,23,23,1,0,23,18,0,2,16,96.95%,88.97%
47_ZARATE,EP N° 156,115,19,0,0,19,22,1,3,19,18,1,0,18,16,1,0,16,19,1,1,18,21,1,0,21,96.34%,84.29%
48_G VIAMONTE,EP N° 209,261,44,0,0,44,35,1,0,35,44,2,4,40,55,3,3,52,45,4,1,44,38,3,1,37,86.29%,88.24%
48_G VIAMONTE,EP N° 359,376,62,0,0,62,70,8,2,68,62,3,2,60,56,4,0,56,72,1,2,70,54,3,1,53,87.69%,85.57%
48_G VIAMONTE,EP N° 446,154,23,0,0,23,25,1,1,24,27,2,0,27,26,2,0,26,28,1,2,26,25,0,2,23,91.44%,83.92%
48_G VIAMONTE,EP N° 553,389,57,0,0,57,61,3,1,60,71,3,2,69,61,3,1,60,75,9,5,70,64,1,1,63,88.74%,89.11%
48_G VIAMONTE,EP N° 678,364,63,0,0,63,62,6,1,61,51,1,2,49,68,0,2,66,68,5,1,67,52,5,1,51,91.25%,93.09%
48_G VIAMONTE,EP N° 701,328,50,0,0,50,64,2,3,61,60,4,1,59,44,3,3,41,56,4,2,54,54,2,1,53,89.34%,83.27%
49_G VILLEGAS,EP N° 823,265,34,0,0,34,46,2,1,45,48,1,2,46,49,4,2,47,47,4,1,46,41,3,1,40,92.40%,80.62%
49_G VILLEGAS,EP N° 956,176,32,0,0,32,25,1,0,25,29,2,2,27,22,0,1,21,39,4,2,37,29,0,0,29,88.60%,82.44%
49_G VILLEGAS,EP N° 1023,275,44,0,0,44,40,5,1,39,52,1,2,50,53,2,2,51,43,5,0,43,43,3,2,41,96.71%,97.54%
49_G VILLEGAS,EP N° 1125,322,62,0,0,62,49,3,4,45,57,6,1,56,54,5,2,52,52,3,0,52,48,5,2,46,89.36%,89.46%
49_G VILLEGAS,EP N° 1285,15,2,0,0,2,2,0,0,2,3,0,0,3,3,0,0,3,3,1,0,3,2,0,0,2,86.08%,92.07%
49_G VILLEGAS,EP N° 1326,208,36,0,0,36,38,4,0,38,32,2,0,32,36,0,2,34,36,2,1,35,30,3,1,29,87.61%,83.39%
49_G VILLEGAS,EP N° 1423,313,53,0,0,53,48,0,0,48,54,2,1,53,48,3,1,47,53,4,2,51,57,2,1,56,86.77%,82.34%
50_G CHAVES,EP N° 199,392,66,0,0,66,63,2,0,63,65,6,2,63,72,5,4,68,67,1,3,64,59,4,1,58,98.41%,80.60%
50_G CHAVES,EP N° 203,352,52,0,0,52,63,5,1,62,60,6,1,59,49,1,2,47,67,2,2,65,61,2,1,60,94.57%,90.69%
50_G CHAVES,EP N° 336,161,32,0,0,32,21,4,0,21,24,1,0,24,23,3,0,23,30,3,0,30,31,1,3,28,91.34%,97.02%
51_GUAMINI,EP N° 456,299,43,0,0,43,57,2,1,56,49,4,0,49,45,1,2,43,48,3,1,47,57,4,2,55,93.80%,84.79%
51_GUAMINI,EP N° 503,258,41,0,0,41,44,4,5,39,48,1,2,46,47,1,2,45,40,4,1,39,38,2,0,38,95.67%,96.85%
51_GUAMINI,EP N° 609,508,87,0,0,87,89,4,1,88,88,6,3,85,81,3,3,78,83,6,1,82,80,7,1,79,94.13%,87.29%
51_GUAMINI,EP N° 798,169,28,0,0,28,30,7,0,30,26,1,1,25,32,0,3,29,28,4,0,28,25,1,1,24,90.30%,81.59%
51_GUAMINI,EP N° 823,244,34,0,0,34,48,1,5,43,37,0,0,37,43,1,1,42,39,4,1,38,43,3,2,41,87.44%,86.50%
51_GUAMINI,EP N° 956,192,33,0,0,33,35,7,1,34,24,2,0,24,34,4,1,33,38,3,1,37,28,0,0,28,97.23%,84.26%
52_JUAREZ,EP N° 1003,232,43,0,0,43,35,1,1,34,46,1,0,46,37,0,1,36,45,0,1,44,26,2,0,26,95.25%,84.19%
52_JUAREZ,EP N° 1123,310,61,0,0,61,48,3,3,45,48,2,1,47,55,3,1,54,58,2,2,56,40,2,3,37,96.21%,88.12%
52_JUAREZ,EP N° 1256,16,3,0,0,3,3,0,0,3,2,1,0,2,2,1,0,2,3,0,0,3,3,0,0,3,91.26%,94.00%
53_JUNIN,EP N° 1356,201,32,0,0,32,36,3,1,35,33,2,0,33,36,1,3,33,27,0,1,26,37,3,1,36,93.60%,96.06%
53_JUNIN,EP N° 1423,147,25,0,0,25,24,1,3,21,30,2,0,30,23,0,0,23,21,0,2,19,24,4,0,24,89.74%,80.13%
53_JUNIN,EP N° 165,380,69,0,0,69,63,5,2,61,63,1,2,61,57,5,3,54,53,3,4,49,75,4,4,71,97.71%,81.57%
53_JUNIN,EP N° 223,217,33,0,0,33,38,3,2,36,36,0,0,36,35,2,1,34,39,3,2,37,36,0,1,35,91.43%,88.98%
53_JUNIN,EP N° 356,303,47,0,0,47,59,3,0,59,50,4,0,50,51,1,4,47,55,3,0,55,41,4,2,39,98.71%,89.03%
53_JUNIN,EP N° 156,356,71,0,0,71,57,1,2,55,53,3,3,50,60,6,0,60,58,6,0,58,57,4,0,57,93.72%,86.41%
53_JUNIN,EP N° 200,187,34,0,0,34,27,2,2,25,34,1,2,32,28,1,0,28,32,3,2,30,32,3,3,29,92.19%,97.11%
53_JUNIN,EP N° 359,143,18,0,0,18,28,3,1,27,22,2,1,21,16,1,0,16,34,1,2,32,25,1,0,25,86.50%,84.30%
53_JUNIN,EP N° 156,241,44,0,0,44,42,2,0,42,36,1,1,35,32,2,3,29,46,2,1,45,41,3,0,41,94.93%,80.38%
53_JUNIN,EP N° 209,84,16,0,0,16,13,0,0,13,15,0,1,14,12,0,1,11,16,0,1,15,12,0,0,12,91.90%,81.47%
53_JUNIN,EP N° 359,269,45,0,0,45,44,2,2,42,48,3,5,43,48,1,0,48,37,0,6,31,47,3,1,46,87.12%,85.12%
53_JUNIN,EP N° 446,354,67,0,0,67,53,3,0,53,62,4,3,59,57,3,1,56,54,3,1,53,61,4,4,57,93.12%,89.72%
53_JUNIN,EP N° 553,370,70,0,0,70,63,2,1,62,61,2,1,60,62,3,5,57,50,1,0,50,64,1,3,61,92.17%,89.49%
54_LAPRIDA,EP N° 678,200,29,0,0,29,35,1,0,35,29,0,3,26,36,0,2,34,32,0,0,32,39,3,1,38,95.96%,96.87%
54_LAPRIDA,EP N° 701,169,29,0,0,29,30,1,0,30,26,2,0,26,28,0,2,26,30,1,0,30,26,1,0,26,90.61%,86.31%
54_LAPRIDA,EP N° 823,252,46,0,0,46,46,1,1,45,37,3,2,35,41,1,1,40,44,1,4,40,38,3,1,37,93.10%,96.40%
54_LAPRIDA,EP N° 956,122,20,0,0,20,22,2,1,21,19,2,2,17,23,2,1,22,20,0,1,19,18,1,0,18,89.72%,80.33%
54_LAPRIDA,EP N° 1023,299,56,0,0,56,36,2,1,35,47,1,3,44,53,1,4,49,50,7,0,50,57,2,2,55,89.90%,96.71%
55_TIGRE,EP N° 1125,297,42,0,0,42,56,2,1,55,52,5,0,52,48,4,2,46,54,2,2,52,45,6,1,44,87.00%,87.01%
55_TIGRE,EP N° 1285,406,66,0,0,66,69,6,4,65,61,5,1,60,65,5,2,63,79,4,2,77,66,3,1,65,92.36%,94.56%
55_TIGRE,EP N° 1326,297,38,0,0,38,45,2,3,42,58,4,2,56,51,3,1,50,53,3,1,52,52,3,0,52,85.53%,92.91%
55_TIGRE,EP N° 1423,370,61,0,0,61,78,3,3,75,54,3,1,53,53,2,2,51,64,3,0,64,60,2,5,55,93.35%,92.78%
55_TIGRE,EP N° 199,285,44,0,0,44,46,5,4,42,43,3,1,42,46,1,1,45,48,2,1,47,58,3,0,58,92.05%,94.94%
55_TIGRE,EP N° 203,130,17,0,0,17,24,3,2,22,22,4,2,20,22,1,1,21,26,2,1,25,19,0,1,18,86.23%,87.45%
55_TIGRE,EP N° 336,366,69,0,0,69,46,2,3,43,61,4,3,58,64,1,4,60,59,3,1,58,67,1,1,66,96.99%,87.13%
55_TIGRE,EP N° 456,265,44,0,0,44,38,2,3,35,46,7,1,45,54,1,1,53,39,5,2,37,44,2,1,43,95.10%,96.94%
55_TIGRE,EP N° 503,296,51,0,0,51,47,3,0,47,54,1,2,52,51,7,1,50,58,1,2,56,35,4,0,35,93.62%,87.30%
55_TIGRE,EP N° 609,180,30,0,0,30,29,1,1,28,28,4,1,27,31,2,2,29,31,2,2,29,31,2,0,31,92.39%,82.28%
55_TIGRE,EP N° 798,212,46,0,0,46,35,5,1,34,29,1,1,28,29,1,0,29,39,5,0,39,34,1,2,32,87.82%,81.44%
55_TIGRE,EP N° 823,265,42,0,0,42,43,1,2,41,44,4,2,42,44,0,2,42,46,3,0,46,46,4,2,44,98.73%,82.80%
55_TIGRE,EP N° 956,188,29,0,0,29,29,0,5,24,34,0,2,32,35,2,2,33,30,4,0,30,31,2,2,29,91.44%,90.93%
55_TIGRE,EP N° 1003,229,43,0,0,43,38,5,0,38,36,2,1,35,40,1,1,39,42,3,0,42,30,3,1,29,90.13%,80.95%
56_LAS FLORES,EP N° 1123,159,25,0,0,25,31,1,0,31,25,2,1,24,25,2,0,25,23,0,2,21,30,4,0,30,90.19%,90.24%
56_LAS FLORES,EP N° 1256,218,35,0,0,35,37,3,1,36,34,1,2,32,36,2,0,36,41,3,0,41,35,1,0,35,97.89%,90.47%
56_LAS FLORES,EP N° 1356,578,102,0,0,102,105,6,1,104,87,3,3,84,91,8,4,87,97,4,0,97,96,4,2,94,92.02%,93.06%
56_LAS FLORES,EP N° 1423,197,34,0,0,34,31,2,1,30,33,3,1,32,36,2,1,35,30,2,1,29,33,2,0,33,97.70%,90.57%
56_LAS FLORES,EP N° 165,262,38,0,0,38,46,3,3,43,46,2,1,45,47,1,3,44,45,2,0,45,40,1,1,39,86.89%,85.33%
56_LAS FLORES,EP N° 223,95,12,0,0,12,19,1,1,18,16,0,1,15,16,0,0,16,18,0,0,18,14,0,1,13,93.87%,84.56%
56_LAS FLORES,EP N° 356,426,93,0,0,93,60,6,1,59,76,5,0,76,58,4,0,58,60,5,1,59,79,5,3,76,94.27%,86.40%
57_LAS HERAS,EP N° 156,330,52,0,0,52,63,4,3,60,46,2,2,44,50,6,1,49,61,1,1,60,58,4,3,55,97.00%,87.47%
57_LAS HERAS,EP N° 200,230,38,0,0,38,39,3,0,39,37,4,1,36,38,2,0,38,43,6,2,41,35,4,1,34,87.25%,90.14%
57_LAS HERAS,EP N° 359,245,46,0,0,46,42,2,5,37,38,6,1,37,42,2,1,41,38,0,1,37,39,4,1,38,98.99%,85.16%
57_LAS HERAS,EP N° 156,166,28,0,0,28,28,3,2,26,27,4,0,27,28,0,2,26,32,2,0,32,23,2,0,23,98.85%,80.99%
57_LAS HERAS,EP N° 209,196,32,0,0,32,25,1,0,25,36,5,2,34,35,4,1,34,31,1,0,31,37,2,0,37,98.46%,85.63%
58_L N ALEM,EP N° 359,243,41,0,0,41,45,2,2,43,38,3,1,37,39,3,0,39,40,0,2,38,40,1,3,37,97.03%,92.78%
58_L N ALEM,EP N° 446,269,57,0,0,57,32,5,3,29,47,1,0,47,41,3,1,40,48,5,0,48,44,2,2,42,87.23%,97.42%
58_L N ALEM,EP N° 553,99,14,0,0,14,17,0,2,15,19,3,1,18,15,2,1,14,20,0,2,18,14,0,0,14,93.09%,97.24%
58_L N ALEM,EP N° 678,309,46,0,0,46,52,4,1,51,50,2,0,50,58,5,1,57,47,2,1,46,56,6,4,52,87.90%,86.45%
58_L N ALEM,EP N° 701,261,39,0,0,39,51,6,1,50,45,3,3,42,41,1,0,41,36,0,1,35,49,5,1,48,90.82%,97.60%
58_L N ALEM,EP N° 823,188,30,0,0,30,30,1,0,30,35,2,1,34,32,4,0,32,34,2,0,34,27,1,1,26,94.77%,91.49%
58_L N ALEM,EP N° 956,187,31,0,0,31,28,4,1,27,32,1,2,30,25,2,2,23,32,2,0,32,39,1,0,39,97.35%,80.36%
59_LINCOLN,EP N° 1023,316,51,0,0,51,63,3,0,63,49,3,2,47,59,4,4,55,37,5,1,36,57,2,0,57,96.80%,86.52%
59_LINCOLN,EP N° 1125,234,47,0,0,47,39,0,1,38,32,2,1,31,41,4,0,41,40,1,1,39,35,2,1,34,87.20%,80.56%
59_LINCOLN,EP N° 1285,380,60,0,0,60,60,6,2,58,66,3,2,64,63,1,1,62,65,3,1,64,66,4,0,66,88.38%,83.75%
59_LINCOLN,EP N° 1326,350,56,0,0,56,54,3,3,51,56,2,0,56,70,4,3,67,55,7,3,52,59,1,5,54,90.37%,82.74%
60_LOBERIA,EP N° 1423,591,81,0,0,81,106,7,3,103,110,5,3,107,93,6,3,90,90,6,1,89,111,11,3,108,95.21%,80.37%
60_LOBERIA,EP N° 199,265,36,0,0,36,44,5,1,43,49,3,0,49,40,4,3,37,47,6,1,46,49,1,2,47,85.48%,88.96%
60_LOBERIA,EP N° 203,357,56,0,0,56,56,3,1,55,54,3,0,54,60,4,2,58,70,3,3,67,61,3,2,59,94.07%,80.33%
61_LOBOS,EP N° 336,412,81,0,0,81,64,1,4,60,66,5,0,66,78,7,0,78,54,2,3,51,69,3,0,69,85.39%,84.41%
61_LOBOS,EP N° 456,337,53,0,0,53,61,5,4,57,46,3,3,43,52,5,0,52,59,6,0,59,66,4,4,62,90.74%,88.68%
61_LOBOS,EP N° 503,253,40,0,0,40,43,2,1,42,41,3,0,41,50,5,2,48,41,3,0,41,38,5,2,36,95.55%,83.94%
62_L DE ZAMORA,EP N° 609,391,78,0,0,78,55,5,0,55,68,4,2,66,58,2,2,56,58,4,2,56,74,5,0,74,97.04%,88.25%
62_L DE ZAMORA,EP N° 798,156,25,0,0,25,31,1,1,30,27,0,1,26,28,1,0,28,23,2,1,22,22,1,1,21,92.84%,88.76%
62_L DE ZAMORA,EP N° 823,409,60,0,0,60,72,6,2,70,75,8,5,70,67,3,1,66,63,7,1,62,72,3,2,70,90.36%,94.30%
62_L DE ZAMORA,EP N° 956,110,19,0,0,19,20,0,1,19,15,1,1,14,19,2,2,17,18,2,0,18,19,0,0,19,85.64%,89.79%
62_L DE ZAMORA,EP N° 1003,344,55,0,0,55,43,3,3,40,52,5,3,49,71,2,2,69,63,2,3,60,60,6,4,56,88.71%,96.27%
62_L DE ZAMORA,EP N° 1123,322,43,0,0,43,54,2,0,54,68,5,0,68,53,3,1,52,48,2,4,44,56,3,3,53,89.22%,81.70%
62_L DE ZAMORA,EP N° 1256,279,49,0,0,49,53,3,0,53,47,1,1,46,40,2,0,40,43,1,1,42,47,1,4,43,87.22%,88.77%
